"Area","Fishery","Sex","SizeClass","Year","CalendarYear","Timestep","ThisTimestep","VNotchedNumber","VNotchedWeight","LandedCatchNumber","LandedCatchWeight","DeadHandlingMNumber","DeadHandlingMWeight","ExploitationRateNumber","ExploitationRateWeight"
"Area 1","Fishery 1","Male",163,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1987,1987,9,81,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1987,1987,10,82,5000,1685850.075,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1987,1987,10,82,5000,2229158.44,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1987,1987,10,82,10000,5094418.575,715000,363734655.5,0,0,695.525,700.65
"Area 1","Fishery 1","Female",88,1987,1987,10,82,15000,9090992.285,590000,356101063.68,0,0,954.695,956.385
"Area 1","Fishery 1","Female",93,1987,1987,10,82,10000,6906523.045,135000,93995457.56,0,0,285.41,289.3
"Area 1","Fishery 1","Female",98,1987,1987,10,82,50000,41392008.585,65000,52687548.99,0,0,822.785,816.31
"Area 1","Fishery 1","Female",103,1987,1987,10,82,50000,47367865.775,50000,47541768.85,0,0,423.73,425.315
"Area 1","Fishery 1","Female",108,1987,1987,10,82,65000,69642534.975,25000,25808088.665,0,0,609.755,592.39
"Area 1","Fishery 1","Female",113,1987,1987,10,82,55000,68756459.065,5000,6519944.79,0,0,135.135,141.095
"Area 1","Fishery 1","Female",118,1987,1987,10,82,30000,40800915.505,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1987,1987,10,82,25000,39757124.81,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1987,1987,10,82,25000,42385176.215,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1987,1987,10,82,45000,88732382.925,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1987,1987,10,82,25000,53863980.095,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1987,1987,10,82,10000,23982925.625,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1987,1987,10,82,15000,38389349.06,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1987,1987,10,82,10000,38179039.725,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1987,1987,10,82,10000,53385349.475,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1987,1987,10,82,15000,86330875.81,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1987,1987,10,82,5000,33300957.405,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1987,1987,10,82,5000,37673462.53,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1987,1987,10,82,15000,163751788.87,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1987,1987,10,82,0,0,755000,381863530.67,0,0,733.72,735.53
"Area 1","Fishery 1","Male",88,1987,1987,10,82,0,0,430000,258334368.305,0,0,766.49,764.7
"Area 1","Fishery 1","Male",93,1987,1987,10,82,0,0,2e+05,139502053.67,0,0,462.965,467.055
"Area 1","Fishery 1","Male",98,1987,1987,10,82,0,0,80000,64329059.27,0,0,792.08,789.585
"Area 1","Fishery 1","Male",103,1987,1987,10,82,0,0,65000,60755619.83,0,0,637.255,624.22
"Area 1","Fishery 1","Male",108,1987,1987,10,82,0,0,65000,68133411.16,0,0,955.88,956.245
"Area 1","Fishery 1","Male",113,1987,1987,10,82,0,0,15000,18177191.98,0,0,2500,2535.22
"Area 1","Fishery 1","Male",118,1987,1987,10,82,0,0,15000,20957330.86,0,0,1666.665,1643.89
"Area 1","Fishery 1","Male",123,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1987,1987,10,82,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1987,1987,11,83,10000,3739058.775,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1987,1987,11,83,15000,6572373.865,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1987,1987,11,83,5000,2619340.35,740000,373900590.465,0,0,861.465,862.32
"Area 1","Fishery 1","Female",88,1987,1987,11,83,5000,2858391.515,475000,287471385.06,0,0,955.735,960.285
"Area 1","Fishery 1","Female",93,1987,1987,11,83,5000,3464249.6,180000,124937109.765,0,0,407.24,411.69
"Area 1","Fishery 1","Female",98,1987,1987,11,83,30000,25160107.325,50000,40711345.59,0,0,769.23,766.04
"Area 1","Fishery 1","Female",103,1987,1987,11,83,85000,80581101.345,60000,56543288.765,0,0,555.555,552.875
"Area 1","Fishery 1","Female",108,1987,1987,11,83,50000,53721822.935,15000,16140454.655,0,0,416.665,420.275
"Area 1","Fishery 1","Female",113,1987,1987,11,83,60000,73450547.335,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,1987,1987,11,83,25000,33751791.815,5000,6628084.175,0,0,200,194.56
"Area 1","Fishery 1","Female",123,1987,1987,11,83,25000,38070647.295,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1987,1987,11,83,20000,35487160.995,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1987,1987,11,83,5000,9609544.375,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1987,1987,11,83,35000,76222917.535,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1987,1987,11,83,5000,13011565.005,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1987,1987,11,83,5000,21378064.405,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1987,1987,11,83,5000,26612745.685,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1987,1987,11,83,5000,33300957.405,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1987,1987,11,83,10000,101615301.6,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1987,1987,11,83,0,0,675000,339432925.72,0,0,794.12,791.53
"Area 1","Fishery 1","Male",88,1987,1987,11,83,0,0,380000,229745417.895,0,0,805.085,807.945
"Area 1","Fishery 1","Male",93,1987,1987,11,83,0,0,255000,177971390.885,0,0,655.525,662.37
"Area 1","Fishery 1","Male",98,1987,1987,11,83,0,0,60000,49681471.735,0,0,714.285,732.645
"Area 1","Fishery 1","Male",103,1987,1987,11,83,0,0,70000,66999158.515,0,0,795.455,795.05
"Area 1","Fishery 1","Male",108,1987,1987,11,83,0,0,85000,88242256.115,0,0,1574.075,1561.86
"Area 1","Fishery 1","Male",113,1987,1987,11,83,0,0,5000,5828912.45,0,0,1666.665,1649.18
"Area 1","Fishery 1","Male",118,1987,1987,11,83,0,0,10000,14351670.39,0,0,2000,2018.995
"Area 1","Fishery 1","Male",123,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1987,1987,11,83,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1987,1987,12,84,5000,2155293.5,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1987,1987,12,84,0,0,455000,229641235.115,0,0,651.86,652.155
"Area 1","Fishery 1","Female",88,1987,1987,12,84,0,0,275000,165156986.695,0,0,697.97,696.655
"Area 1","Fishery 1","Female",93,1987,1987,12,84,10000,6645556.485,130000,88395909.56,0,0,320.99,318.165
"Area 1","Fishery 1","Female",98,1987,1987,12,84,25000,20556871.76,40000,33444209.87,0,0,740.74,756.365
"Area 1","Fishery 1","Female",103,1987,1987,12,84,90000,85072442.86,65000,60901449.465,0,0,684.21,676.575
"Area 1","Fishery 1","Female",108,1987,1987,12,84,50000,54866534.96,10000,10336856.995,0,0,312.5,302.755
"Area 1","Fishery 1","Female",113,1987,1987,12,84,55000,67762720.495,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,1987,1987,12,84,50000,68741627.28,5000,6746151.055,0,0,208.335,206.04
"Area 1","Fishery 1","Female",123,1987,1987,12,84,45000,69786894.095,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1987,1987,12,84,5000,8512408.12,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1987,1987,12,84,30000,57919422.86,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1987,1987,12,84,10000,21762735.76,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1987,1987,12,84,5000,11616899.01,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1987,1987,12,84,10000,29031489.095,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1987,1987,12,84,0,0,495000,250807571.455,0,0,702.13,704.61
"Area 1","Fishery 1","Male",88,1987,1987,12,84,0,0,310000,185784555.99,0,0,784.81,781.15
"Area 1","Fishery 1","Male",93,1987,1987,12,84,0,0,130000,90351463.98,0,0,385.755,388.75
"Area 1","Fishery 1","Male",98,1987,1987,12,84,0,0,70000,55279094.145,0,0,972.22,955.15
"Area 1","Fishery 1","Male",103,1987,1987,12,84,0,0,70000,65735696.445,0,0,945.945,927.545
"Area 1","Fishery 1","Male",108,1987,1987,12,84,0,0,35000,36762200.165,0,0,945.945,946.265
"Area 1","Fishery 1","Male",113,1987,1987,12,84,0,0,5000,5874888.95,0,0,2500,2480.27
"Area 1","Fishery 1","Male",118,1987,1987,12,84,0,0,10000,14280481.685,0,0,3333.335,3369.635
"Area 1","Fishery 1","Male",123,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1987,1987,12,84,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1988,1988,1,85,5000,2258458.16,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1988,1988,1,85,10000,5208674.02,265000,133350363.425,0,0,443.145,442.13
"Area 1","Fishery 1","Female",88,1988,1988,1,85,0,0,195000,118115215.275,0,0,575.22,578.88
"Area 1","Fishery 1","Female",93,1988,1988,1,85,5000,3337244.825,85000,58647374.67,0,0,224.275,225.435
"Area 1","Fishery 1","Female",98,1988,1988,1,85,50000,42095262.44,5000,3859682.635,0,0,111.11,105.145
"Area 1","Fishery 1","Female",103,1988,1988,1,85,60000,57570659.37,5000,4992980.1,0,0,60.975,64.15
"Area 1","Fishery 1","Female",108,1988,1988,1,85,20000,22292558.09,0,0,0,0,0,0
"Area 1","Fishery 1","Female",113,1988,1988,1,85,45000,56313655.67,0,0,0,0,0,0
"Area 1","Fishery 1","Female",118,1988,1988,1,85,25000,34202736.6,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1988,1988,1,85,15000,24082421.525,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1988,1988,1,85,20000,35288730.19,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1988,1988,1,85,20000,38998823,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1988,1988,1,85,5000,13344145.67,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1988,1988,1,85,5000,26703916.985,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1988,1988,1,85,0,0,405000,205250988.485,0,0,680.67,683.32
"Area 1","Fishery 1","Male",88,1988,1988,1,85,0,0,170000,101773562.72,0,0,516.715,513.145
"Area 1","Fishery 1","Male",93,1988,1988,1,85,0,0,90000,62354869.75,0,0,292.21,293.685
"Area 1","Fishery 1","Male",98,1988,1988,1,85,0,0,30000,24120912.745,0,0,526.315,524.195
"Area 1","Fishery 1","Male",103,1988,1988,1,85,0,0,50000,47926703.415,0,0,862.07,859.335
"Area 1","Fishery 1","Male",108,1988,1988,1,85,0,0,20000,21296021.59,0,0,689.655,698.89
"Area 1","Fishery 1","Male",113,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1988,1988,1,85,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1988,1988,2,86,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1988,1988,2,86,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1988,1988,2,86,0,0,0,0,0,0,0,0
